NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Adult,Older Adult,Child,,,
NCT04758533,Clinical Trial to Assess the Safety and Efficacy of AloCELYVIR With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG) in Combination With Radiotherapy or Medulloblastoma in Monotherapy,https://clinicaltrials.gov/study/NCT04758533,ACTIVE_NOT_RECRUITING,"Diffuse Intrinsic Pontine Glioma|Medulloblastoma, Childhood, Recurrent",BIOLOGICAL: AloCELYVIR,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain",Apices Soluciones S.L.,ALL,"CHILD, ADULT",PHASE1|PHASE2,13,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT05222555,Safety and Pharmacokinetics Study of a Modified Tafasitamab IV Dosing Regimen Combined With Lenalidomide in R-R DLBCL Patients,https://clinicaltrials.gov/study/NCT05222555,ACTIVE_NOT_RECRUITING,Diffuse Large B Cell Lymphoma,DRUG: Tafasitamab|DRUG: Lenalidomide,Incyte Corporation,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,53,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07269626,PULSAR in Systemic Therapy for Pancreatic Cancer,https://clinicaltrials.gov/study/NCT07269626,RECRUITING,Locally Advanced Pancreatic Ductal Adenocarcinoma|Borderline Resectable Pancreatic Ductal Adenocarcinoma|Oligometastatic Pancreatic Ductal Adenocarcinoma,RADIATION: Personalized Ultrafractionated Adaptive Radiotherapy,Samsung Medical Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,47,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06119789,Precision Cancer Therapy in Rare Cancers,https://clinicaltrials.gov/study/NCT06119789,RECRUITING,Rare Malignant Neoplasm,DRUG: Imatinib|DRUG: Trametinib|DRUG: Dabrafenib,Oslo University Hospital,Helse Stavanger HF|University Hospital of North Norway|StOlavs Hospital|Nordlandssykehuset HF|Helse Nord-Trøndelag HF|Sorlandet Hospital HF|Møre og Romsdal Hospital Trust|The Hospital of Vestfold|Helse Fonna|Haukeland University Hospital|Sykehuset Ostfold|Helse Forde|Sykehuset Innlandet HF,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,96,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT04197297,Brain Imaging Biomarkers in Patients With Brain Metastasis,https://clinicaltrials.gov/study/NCT04197297,RECRUITING,"Brain Metastases, Adult",DIAGNOSTIC_TEST: CT and MRI Scans,"University Health Network, Toronto",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: DIAGNOSTIC,1,1,0,,,
NCT03534713,Induction Chemotherapy Followed by Standard Therapy in Cervical Cancer With Aortic Lymph Node Spread,https://clinicaltrials.gov/study/NCT03534713,RECRUITING,Cervical Cancer TNM Staging Regional Lymph Nodes (N),DRUG: Carboplatin|DRUG: Paclitaxel|DRUG: Cisplatin|RADIATION: Radiotherapy,"University Hospital, Toulouse",Institut Claudius Regaud,FEMALE,"ADULT, OLDER_ADULT",PHASE3,310,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07709013,Leflunomide to Prevent Cytomegalovirus Reactivation in Stem Cell Transplant Patients,https://clinicaltrials.gov/study/NCT07709013,RECRUITING,Hematologic Malignancies,DRUG: Leflunomide 20 mg,Tata Memorial Centre,Indian Council of Medical Research,ALL,"ADULT, OLDER_ADULT",PHASE2,22,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: PREVENTION,1,1,0,,,
NCT07677813,Orelabrutinib Combined With Induction Therapy Followed by Sequential Monotherapy Maintenance in MCD Subtype Diffuse Large B-cell Lymphoma,https://clinicaltrials.gov/study/NCT07677813,NOT_YET_RECRUITING,DLBCL - Diffuse Large B Cell Lymphoma,DRUG: R-CHOP+Orelabrutinib|DRUG: POLA-R-CHP+orelabrutinib|DRUG: R-miniCHOP +orelabrutinib|DRUG: Zuberitamab-CHOP+orelabrutinib|DRUG: POLA-Hi-CHP+orelabrutinib|DRUG: Hi-miniCHOP +orelabrutinib|DRUG: RMTO|DRUG: HiMTO|DRUG: Pola-R-miniCHP+O|DRUG: Pola-Hi-miniCHP,"Ou Bai, MD/PHD",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,66,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06644313,Vebreltinib for Neoadjuvant in MET-altered Stage IIIA-IIIB (N2) Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT06644313,NOT_YET_RECRUITING,Potentially Resectable MET-altered Non-Small Cell Lung Cancer,DRUG: Vebreltinib,"Shanghai Pulmonary Hospital, Shanghai, China",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,31,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07001748,Testing the Addition of Paclitaxel Administered Into the Abdominal Cavity Combined With Chemotherapy for Patients With Gastric Cancer Spread to the Abdominal Cavity,https://clinicaltrials.gov/study/NCT07001748,RECRUITING,Gastric Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Peritoneal Carcinomatosis,DRUG: Standard of Care Chemotherapy|PROCEDURE: Biospecimen Collection|PROCEDURE: Computed Tomography|PROCEDURE: Diagnostic Laparoscopy|PROCEDURE: Intraperitoneal Port Placement|PROCEDURE: Magnetic Resonance Imaging|DRUG: Intraperitoneal Paclitaxel,ECOG-ACRIN Cancer Research Group,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,148,NETWORK,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT01592968,Stereotactic Radiosurgery or Whole Brain Radiation Therapy in Treating Patients With Newly Diagnosed Non-melanoma Brain Metastases,https://clinicaltrials.gov/study/NCT01592968,ACTIVE_NOT_RECRUITING,Metastatic Malignant Neoplasm|Metastatic Malignant Neoplasm in the Brain,OTHER: Cognitive Assessment|OTHER: Quality-of-Life Assessment|RADIATION: Stereotactic Radiosurgery|RADIATION: Whole-Brain Radiotherapy,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE3,88,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04949113,Neoadjuvant Ipilimumab Plus Nivolumab Versus Standard Adjuvant Nivolumab in Macroscopic Stage III Melanoma,https://clinicaltrials.gov/study/NCT04949113,ACTIVE_NOT_RECRUITING,Malignant Melanoma Stage III,DRUG: Neoadjuvant ipilimumab + nivolumab|DRUG: Adjuvant nivolumab,The Netherlands Cancer Institute,Bristol-Myers Squibb,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,423,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT05494060,XELOX Combined With Anlotinib and Penpulimab vs XELOX as Adjuvant Therapy in ctDNA Positive Gastric and Esophagogastric Junction Adenocarcinoma,https://clinicaltrials.gov/study/NCT05494060,RECRUITING,Carcinoma|Gastrointestinal Diseases|Stomach Cancer|Gastroesophageal-junction Cancer|Digestive System Diseases|Gastric Cancer|Gastrointestinal Neoplasms,DRUG: Anlotinib hydrochloride capsule|DRUG: Penpulimab Injection|DRUG: XELOX,The First Affiliated Hospital with Nanjing Medical University,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2,80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07720180,"Study of Autologous, Metabolically Optimized, CD137+ Tumor-Infiltrating Lymphocytes Followed by Consolidative Oral Cyclophosphamide, Bevacizumab, and Pembrolizumab",https://clinicaltrials.gov/study/NCT07720180,NOT_YET_RECRUITING,Ovarian Cancer,DRUG: Fludarabine|DRUG: Cyclophosphamide,Medical University of South Carolina,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06926543,Postoperative Radiotherapy in Breast Cancer- Concurrent or Sequential With Chemotherapy,https://clinicaltrials.gov/study/NCT06926543,RECRUITING,Invasive Breast Cancer|Stage III Breast Cancer|Stage IIB Breast Cancer,DRUG: Chemoradiation|DRUG: Chemoradiation,Dr. Tabassum Wadasadawala,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,858,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05870917,A Study of VRD-based Regimen Combined With CART-ASCT-CART2 Treatment in Patients With Primary Plasma Cell Leukemia,https://clinicaltrials.gov/study/NCT05870917,ACTIVE_NOT_RECRUITING,Plasma Cell Leukemia,BIOLOGICAL: anti-BCMA CAR-T,"Institute of Hematology & Blood Diseases Hospital, China",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07132918,HEARTS Trial for Thoracic Cancers,https://clinicaltrials.gov/study/NCT07132918,RECRUITING,Non-Small Cell Lung Cancer (Stage III)|Esophageal Cancer Stage I-III|Esophagogastric Cancer Stage I-III|Thymoma and Thymic Carcinoma Stage II-III|Other Cancers in the Thoracic Region,RADIATION: MRgART|RADIATION: LINAC,"University of Wisconsin, Madison","National Heart, Lung, and Blood Institute (NHLBI)",ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04700124,Perioperative Enfortumab Vedotin (EV) Plus Pembrolizumab (MK-3475) Versus Neoadjuvant Chemotherapy for Cisplatin-Eligible Muscle Invasive Bladder Cancer (MIBC) (MK-3475-B15/ KEYNOTE-B15 / EV-304),https://clinicaltrials.gov/study/NCT04700124,ACTIVE_NOT_RECRUITING,Bladder Cancer,BIOLOGICAL: Pembrolizumab|BIOLOGICAL: Enfortumab vedotin (EV)|PROCEDURE: RC + PLND|DRUG: Gemcitabine|DRUG: Cisplatin,Merck Sharp & Dohme LLC,Seagen Inc.|Astellas Pharma Inc,ALL,"ADULT, OLDER_ADULT",PHASE3,808,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07493304,Treatment and Secondary Prevention of Venous Thromboembolism (VTE) in Adult Participants With Solid and Hematologic Cancers,https://clinicaltrials.gov/study/NCT07493304,RECRUITING,Venous Thromboembolism (VTE),DRUG: REGN7508|DRUG: Apixaban,Regeneron Pharmaceuticals,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,1600,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03390504,A Study of Erdafitinib Compared With Vinflunine or Docetaxel or Pembrolizumab in Participants With Advanced Urothelial Cancer and Selected Fibroblast Growth Factor Receptor (FGFR) Gene Aberrations,https://clinicaltrials.gov/study/NCT03390504,ACTIVE_NOT_RECRUITING,Urothelial Cancer,DRUG: Erdafitinib|DRUG: Vinflunine|DRUG: Docetaxel|DRUG: Pembrolizumab|DEVICE: Fibroblast Growth Factor Receptor inhibitor Clinical Trial Assay (FGFRi CTA),"Janssen Research & Development, LLC",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,629,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04246684,"Short RT Versus RCT,Followed by Chemo and Organ Preservation for Interm and High-risk Rectal Cancer Patients",https://clinicaltrials.gov/study/NCT04246684,ACTIVE_NOT_RECRUITING,Rectal Cancer Stage III,"DRUG: Oxaliplatin, 85 mg/m2|DRUG: 5FU; 2400 mg/m2|DRUG: 5FU, 250 mg/m2|DRUG: 5FU, 2400 mg/m2|DRUG: Oxaliplatin 50 mg/m2|DRUG: Folinic Acid, 400 mg/m2|RADIATION: Radiotherapy control, 5x5 Gy: 25 Gy|DRUG: Capecitabine, 1000 mg/m2|DRUG: Oxaliplatin 85 mg/m2|RADIATION: radiotherapy experimental, 30 x 1,8 Gy: 54 Gy|DRUG: Capecitabine, 825 mg/m2|DRUG: Oxaliplatin, 130 mg/m2",Prof. Dr. med. Claus Rödel,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,702,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (INVESTIGATOR) | Primary Purpose: TREATMENT,1,1,0,,,
NCT07216404,Psilocybin-Assisted Therapy for the Treatment of Major Depressive Disorder in Patients With Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT07216404,RECRUITING,Lung Non-Small Cell Carcinoma|Unipolar Depression,PROCEDURE: Biospecimen Collection|OTHER: Counseling|OTHER: Interview|DRUG: Psilocybin|OTHER: Survey Administration,Alan Davis,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,10,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,1,1,0,,,
NCT04166006,A Phase II Study on Adjuvant Vaccination with Dendritic Cells Loaded with Autologous Tumor Homogenate in Resected Stage IV Rare Cancers.,https://clinicaltrials.gov/study/NCT04166006,RECRUITING,Head Neck Tumors|Neuroendocrine Tumors|Soft Tissue Sarcoma|Rare Cancer|Vaccination,BIOLOGICAL: Autologous DC vaccine|DRUG: Interleukin-2,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,51,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06339216,A Clinical Study of Adebrelimab Combined With Apatinib and Paclitaxel in Patients With Advanced Gastric Cancer.,https://clinicaltrials.gov/study/NCT06339216,NOT_YET_RECRUITING,Gastric Cancer,DRUG: Adebrelimab+Apatinib+Paclitaxel for Injection(Albumin Bound),Chinese PLA General Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05269316,Study to Evaluate IMP9064 as a Monotherapy or in Combination in Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT05269316,RECRUITING,Solid Tumor|Advanced Solid Tumor,DRUG: IMP9064,"Impact Therapeutics, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,61,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03729804,"Carfilzomib, Lenalidomide, and Dexamethasone Versus Bortezomib, Lenalidomide and Dexamethasone (KRd vs. VRd) in Patients With Newly Diagnosed Multiple Myeloma (COBRA)",https://clinicaltrials.gov/study/NCT03729804,ACTIVE_NOT_RECRUITING,Multiple Myeloma,DRUG: Carfilzomib|DRUG: Lenalidomide|DRUG: Dexamethasone|DRUG: Bortezomib,University of Chicago,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,250,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07628504,Sac-TMT Sequential Capecitabine Versus Capecitabine in Early-Stage High-Risk Triple-Negative Breast Cancer Without BRCA Mutations,https://clinicaltrials.gov/study/NCT07628504,NOT_YET_RECRUITING,Adjuvant Drug Therapy,DRUG: Sacituzumab Tirumotecan (sac-TMT)|DRUG: Capecitabine,Fudan University,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE3,420,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03333616,Nivolumab Combined With Ipilimumab for Patients With Advanced Rare Genitourinary Tumors,https://clinicaltrials.gov/study/NCT03333616,ACTIVE_NOT_RECRUITING,Genitourinary Cancer|Adrenocortical Carcinoma|Non-urothelial Bladder|Non-urothelial Upper Tract|Penile Cancer|Non-adenocarcinoma Prostate Cancer|Refractory Germ-cell|High Grade Neuroendocrine Carcinoma/Small Cell Carcinoma,DRUG: Ipilimumab|DRUG: Nivolumab,Dana-Farber Cancer Institute,Bristol-Myers Squibb,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05201248,A Study to Evaluate Adverse Events and Change in Disease Activity of Subcutaneous (SC) Epcoritamab As Monotherapy or Combined With Standard of Care Therapies in Adult Participants in China With B-Cell Non-Hodgkin Lymphoma,https://clinicaltrials.gov/study/NCT05201248,ACTIVE_NOT_RECRUITING,B-Cell Non-Hodgkin Lymphoma,DRUG: Epcoritamab|DRUG: Cyclophosphamide|DRUG: Rituximab|DRUG: Doxorubicin|DRUG: Vincristine|DRUG: Prednisone|DRUG: Lenalidomide,Genmab,AbbVie,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,49,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04685135,Phase 3 Study of MRTX849 (Adagrasib) vs Docetaxel in Patients With Advanced Non-Small Cell Lung Cancer With KRAS G12C Mutation,https://clinicaltrials.gov/study/NCT04685135,ACTIVE_NOT_RECRUITING,Metastatic Non Small Cell Lung Cancer|Advanced Non Small Cell Lung Cancer,DRUG: MRTX849|DRUG: Docetaxel,Mirati Therapeutics Inc.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,453,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06706713,Study of BEBT-109 in Subjects With EGFR Exon 20 Insertion Mutations Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT06706713,RECRUITING,Non-Small Cell Lung Cancer|EGFR Exon 20 Insertion Mutation,DRUG: BEBT-109 Capsule,BeBetter Med Inc,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05662020,A Study to Evaluate the Immunogenicity and Safety of HPV Vaccine in Healthy Female Participants Aged 9-26 Years in China,https://clinicaltrials.gov/study/NCT05662020,ACTIVE_NOT_RECRUITING,Human Papillomavirus Infection,BIOLOGICAL: Recombinant Nonavalent (types 6/11/16/18/31/33/45/52/58) Human Papillomavirus (HPV) Vaccine (Escherichia coli)|BIOLOGICAL: GARDASIL® 9,"Beijing Health Guard Biotechnology, Inc","Yunnan Center for Disease Control and Prevention|Mile City Center for Disease Control and Prevention|Qiubei County Center for Disease Control and Prevention|Yanshan County Center for Disease Control and Prevention|National Institutes for Food and Drug Control, China|Shanghai Stem Pharmaceutical Development Co., Ltd.",FEMALE,"CHILD, ADULT",PHASE3,2750,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: PREVENTION",1,0,1,,,
NCT07340489,Serplulimab for Locally Advanced Cervical Cancer,https://clinicaltrials.gov/study/NCT07340489,RECRUITING,Cervical Cancer,DRUG: Serplulimab|RADIATION: radiotherapy|DRUG: Chemotherapy,Tianjin Medical University Cancer Institute and Hospital,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,216,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07209189,Neoadjuvant Chemotherapy and Programmed Cell Death Protein 1(PD-1) Inhibition for Head and Neck Cancer Treatment De-escalation (NeoScorch HN),https://clinicaltrials.gov/study/NCT07209189,RECRUITING,Head and Neck Cancer|Squamous Cell Carcinoma|Oral Cavity Cancer|Oropharyngeal Cancer|Laryngeal Cancer|Sinonasal Squamous Cell Carcinoma|HPV (Human Papillomavirus)-Associated Carcinoma|Skull Base Tumors|HPV 16 Positive Oropharyngeal Tumors (OPC),DRUG: Toripalimab + Chemotherapy|DRUG: Toripalimab|RADIATION: Chemoradiotherapy or radiation,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"Coherus Oncology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,75,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05846789,SOC Chemotherapy +/- Tocilizumab for Triple Negative and ER-low Breast Cancers,https://clinicaltrials.gov/study/NCT05846789,RECRUITING,Metastatic Breast Cancer|Triple Negative Breast Cancer|Estrogen-receptor-low Breast Cancer,DRUG: SOC Chemotherapy|DRUG: Tocilizumab,Kathy Miller,"Genentech, Inc.|Breast Cancer Research Foundation|Susan G. Komen Breast Cancer Foundation",ALL,"ADULT, OLDER_ADULT",PHASE2,168,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07636824,Efficacy and Safety of Postoperative Concurrent Chemoradiotherapy for Extrahepatic Cholangiocarcinoma and Gallbladder Carcinoma: A Multicenter Prospective Phase II Study,https://clinicaltrials.gov/study/NCT07636824,RECRUITING,Extrahepatic Cholangiocarcinoma and Gallbladder Carcinoma,RADIATION: Postoperative radiotherapy|DRUG: Capecitabine or S-1,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,92,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
